Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
DS,2009,0.18,0.43,0,0.05,Adventure
GBA,2006,,0.02,0,,Action
PS2,2007,0.07,0.06,0,0.02,Adventure
DS,2006,0,0,0.02,0,Adventure
PS3,2011,0.75,0.21,0.05,0.12,Platform
PS,1998,0,0,0.35,0.02,Adventure
PSV,2014,0,0,0.03,0,Adventure
DS,2010,0,0,0.02,0,Adventure
XB,2005,0.08,0.02,0,0,Action
Wii,2009,0.53,0.16,0.42,0.06,Adventure
PSP,2014,0,0,0.01,0,Adventure
X360,2006,0.16,0,0,0.01,Action
DS,2009,1.26,0.02,0,0.1,Action
3DS,2013,0,0.02,0,0,Action
Wii,2011,0.17,0,0,0.01,Racing
PS2,2008,0,0,0.03,0,Adventure
Wii,2009,0.11,0.01,0.05,0.01,Action
DS,2009,0.2,0.01,0,0.02,Platform
DS,2009,,0,0,0.02,Adventure
PC,2005,0,0.02,0,0,Racing
X360,2009,0.43,0.14,0,0.06,Action
XOne,2014,0.25,0.34,0,0.05,Racing
PS2,2005,0.03,0.02,0,0.01,Action
PSP,2011,0,0,0.04,0,Adventure
PC,2004,0,0.01,0,0,Adventure
PS4,2015,0.14,0.11,0,0.05,Action
GC,2006,0.27,0.07,0,0.01,Platform
PSV,2015,0,0.02,0,0.01,Action
TG16,2004,0.45,0.85,0.04,0.85,Racing
PC,2012,0,0.02,0,0,Adventure
PSP,2009,0.16,0.57,0,0.29,Racing
Wii,2009,0.16,0,0,0.01,Racing
WiiU,2012,0.09,0.03,0,0.01,Action
Wii,2010,0.04,0,0,0,Platform
3DS,2015,0,0.03,0,0,Action
N64,1988,0.47,0.61,0.52,0.98,Action
SAT,1997,0,0,0.08,0,Adventure
PC,2012,0,0.02,0,0,Racing
XB,2001,0.15,0.03,0,0.01,Racing
PC,,0,0.01,0,0,Racing
GC,2002,0.21,0.05,0,0.01,Platform
GB,2000,0,0,0.14,0,Adventure
NES,1986,0.53,0.12,1.09,0.02,Platform
PS3,2011,0,0.03,0.16,0.01,Action
DS,2006,0.3,0.01,0,0.03,Adventure
PS2,2004,0.31,0.24,0,0.08,Platform
GC,2005,0.06,0.02,0,0,Action
X360,2015,0,0.01,0,0,Racing
3DS,2011,0.14,0.07,0,0.02,Platform
XOne,2014,0.13,0.12,0,0.02,Action
PS2,2004,0.09,0.07,0,0.02,Racing
TG16,2004,0.37,0.69,0.01,0.24,Adventure
DS,2011,0.1,0.09,0,0.02,Action
PS2,2005,0.1,0.07,0,0.03,Racing
PS3,2015,0.06,0.05,0.16,0.02,Action
DS,2007,0,0,0.01,0,Action
PS3,2013,0.06,0.01,0,0.02,Action
X360,2012,0.68,0.88,0.01,0.17,Action
X360,2014,0.07,0,0,0.01,Action
PS,2000,0.4,0.27,0,0.05,Racing
PS2,2009,0.11,0.01,0,0.16,Action
XB,2002,0.06,0.02,0,0,Adventure
PSV,2016,0,0,0.02,0,Action
PS2,2006,0.06,0.05,0,0.02,Action
DS,2012,0,0,0.05,0,Action
PC,2012,0,0.05,0,0.01,Adventure
DS,2009,0,0,0.05,0,Adventure
PSV,2007,0.29,0.48,0.25,0.3,Racing
SAT,1997,0,0,0.07,0,Adventure
X360,2014,0.03,0.05,0,0.01,Racing
PS2,2006,0.12,0.09,0,0.03,Adventure
PC,2014,0.15,0.26,0,0.03,Action
GBA,2004,0.4,0.15,0.17,0.01,Platform
3DS,2011,0.19,0.15,0.12,0.03,Racing
N64,1999,0.19,0.05,0,0,Action
GBA,2006,0.01,0,0,0,Racing
DS,2005,0.24,0.01,0,0.02,Racing
PS3,2009,0.47,0.29,0,0.13,Action
PC,2009,0,0.01,0,0,Adventure
NES,1988,9.54,3.44,3.84,0.46,Platform
PS3,2009,0.15,0.12,0,0.05,Action
SNES,2016,0.66,0.61,0.71,0.13,Platform
DS,2008,0.04,0,0,0,Action
XB,2006,0.15,0.04,0,0.01,Racing
XOne,2013,1.21,0.79,0.01,0.19,Racing
PS2,2004,0.1,0.08,0,0.03,Racing
DS,2011,0.15,0.05,0,0.02,Action
WiiU,2014,0.37,0.22,0,0.06,Action
Wii,2008,0.13,0.01,0,0.01,Adventure
DS,2009,0,0,0.14,0,Adventure
PS,2002,0,0,0.13,0.01,Action
XB,2005,0.01,0,0,0,Racing
XB,,0.16,0.05,0,0.01,Action
DS,2006,0.27,0.01,0,,Action
X360,2010,0.59,0.83,0.02,0.17,Action
PSV,2013,0,0,0.01,0,Adventure
PC,2016,0.03,0,0,0,Action
N64,1999,0.4,0.22,0,0.02,Platform
Wii,2009,0.15,0,0.03,0.01,Action
PSV,2003,0.88,0.74,0.47,0.01,Action
PC,2010,0.17,0.17,0,0.05,Action
Wii,2008,0.5,0.32,0,0.09,Action
PS2,1988,0.65,0.51,0.78,0.32,Adventure
PS,1998,0.01,0.01,0,0,Action
PS3,2013,0,0,0.26,0,Action
GBA,2004,0,0,1.39,0.03,Platform
PSV,2011,0.03,0.07,0.01,0.02,Racing
PS,1998,0,0,0.05,0,Racing
DS,2008,0,0,0.02,0,Adventure
PSP,2013,0,0,0.03,0,Adventure
PSV,2013,0,0.01,0.09,0,Action
PS,1996,0.43,0.29,0,0.05,Racing
PS,1999,0.06,0.04,0,0.01,Action
DS,2009,0.27,0.01,0.09,0.03,Action
3DS,2015,0,0,0.03,0,Action
Wii,2007,0.01,0,0,0,Racing
XOne,2015,0.3,0.33,0,0.06,Racing
X360,2010,0.24,0.09,0.01,0.03,Action
GBA,2002,0.1,0.04,0,0,Racing
Wii,2007,0.39,0.02,0.01,0.04,Action
PS,1996,2.12,0.25,0,0.07,Racing
PS4,2016,0.07,0.16,0,0.04,Action
XB,2005,0.04,0.01,0,0,Action
PS2,2008,0.1,0.08,0,0.03,Action
3DS,2014,0,0,0.31,0,Action
Wii,,0,0,0.02,0,Racing
GBA,2005,0.13,0.05,0,0,Platform
PS2,2006,0,0,0.02,0,Action
DS,2008,0,0,0.06,0,Action
PSP,2010,0,0,0.02,0,Adventure
PS,1996,0.03,0.02,0,0,Adventure
PS4,2016,0,0,0.01,0,Adventure
TG16,2005,1,0.25,0.62,0.38,Platform
XB,2006,0.1,0.03,0,0,Action
Wii,2007,1.95,0.86,0.59,0.31,Platform
DS,2005,0.21,0.03,0,0.02,Platform
NES,1985,29.08,3.58,6.81,0.77,Platform
XB,,0.38,0.22,0,0.03,Action
PS2,2006,0,0,0.05,0,Action
PS2,2000,2,0.47,0.02,0.14,Racing
GBA,2002,0.11,0.04,0,0,Action
DS,2009,0,0,0.07,0,Platform
DS,2004,5.01,3.07,1.25,0.97,Platform
X360,2015,0.47,0.32,0,0.08,Action
DS,2010,0,0,0.47,0,Action
WiiU,2007,0.28,0.03,0.69,0.42,Action
Wii,2010,0.06,0.03,0,0.01,Action
DS,2008,0.42,0,0,0.03,Adventure
PS,1998,0.07,0.05,0,0.01,Racing
PC,2008,0.01,0,0,0,Action
XOne,2015,0.05,0,0,0.01,Action
X360,,0,0.04,0,0.01,Racing
3DS,2011,0.21,0,0,0.02,Racing
PSP,2007,0.08,0,0,0.01,Action
PS2,2008,0.09,0.07,0,0.02,Racing
Wii,2008,0.08,0,0,0.01,Adventure
PS2,2002,0.07,0.05,0,0.02,Adventure
GC,2004,0.03,0.01,0,0,Action
DS,2007,0.71,0.01,0,0.06,Action
X360,2010,0.24,0.05,0,0.02,Action
PSV,2014,0,0,0.01,0,Adventure
PSP,2007,0.08,0.15,0,0.09,Action
X360,2012,0.12,0.02,0.02,0.01,Action
PS4,2015,0,0.03,0,0.01,Action
PS,2001,0.59,1.23,0,0.13,Adventure
PS2,2008,0.21,0,0,0.54,Platform
2600,1974,0.31,0.04,0.08,0.68,Racing
PC,1998,0.41,0,0,0,Action
N64,2001,0.13,0.03,0,0,Action
GBA,2001,3.21,1.11,0.95,0.2,Platform
XB,,0.76,0.38,0,0.05,Action
PS3,2015,0,0.01,0,0,Action
XOne,2014,0.07,0.03,0,0.01,Action
X360,2005,0.21,,0,0.02,Action
DS,2011,0.32,0.08,0,0.03,Action
PC,2013,0.04,0.13,0,0.01,Action
3DS,2014,0.01,0.01,0,0,Action
N64,1999,0.09,0.02,0,0,Racing
PS3,2015,0,0,0.02,0,Action
DS,2009,0.14,0,0,0.01,Action
X360,2006,0.12,0.01,0,0.01,Action
PS,2000,0.03,0.02,0,0,Action
PS,1997,0.01,0.01,0,0,Action
GC,2004,0.32,0.08,0,0.01,Platform
SNES,2018,1.27,1.11,0.15,1.41,Adventure
X360,2009,0.1,0.02,0.02,0.01,Action
DS,2010,0.17,0.01,0,0.01,Action
X360,2007,0.08,0.01,0,0.01,Action
DS,2012,0,0.02,0,0,Action
PSP,2011,0,0,0.14,0,Action
WiiU,2014,0.17,0,0.08,0.02,Action
PS,2000,0.08,0.06,0,0.01,Action
DS,2007,0.03,0.01,0,0,Action
PC,2008,0,0.01,0,0,Adventure
PSP,2009,0,0,0.01,0,Adventure
Wii,2009,14.44,6.94,4.7,2.24,Platform
PS4,2015,0,0,0.08,0,Action
X360,2011,0.09,0.03,0.03,0.01,Action
GBA,2004,0,0,0.25,0.01,Adventure
PS3,2007,1.02,0.9,0,0.36,Action
DS,2010,0.11,0.01,0,0.01,Action
PSV,2014,0,0,0.03,0,Adventure
XOne,2014,0.26,0.07,0,0.04,Action
PS2,2008,0.03,0.03,0,0.01,Action
PSP,2015,0,0,0.08,0,Action
XB,2004,0.07,0.02,0,0,Racing
WiiU,2014,0.32,0.28,0.1,0.06,Action
PS2,2011,0,0,0.06,0,Action
PS4,2016,0.01,0.02,0,0,Action
PC,2010,0.1,0.02,0,0.01,Action
GC,2002,0.02,0.01,0,0,Platform
XOne,2015,0,0.02,0,0,Adventure
PS2,2008,0.1,0.08,0,0.03,Racing
Wii,2009,0.61,0.32,0,0.1,Adventure
Wii,2010,0.06,,0.2,0.01,Action
3DS,2015,0.03,0,0,0,Platform
Wii,,0,0,0.08,0,Action
XB,2005,0.07,0.02,0,0,Action
GBA,2003,0.39,0.15,0,0.01,Platform
PS3,2014,0.09,0.06,0,0.03,Adventure
DS,2009,0.33,0.13,0,0.05,Action
DC,2000,0,0,0.13,0,Racing
TG16,1995,0,0,0.14,0,Adventure
Wii,2007,0.17,0,0,0.01,Action
3DS,2013,0,0,0.22,0,Action
DS,2004,0.04,0,0,0,Racing
PS2,2004,0.11,0.09,0,0.03,Racing
PS3,2009,0.15,0.06,0,0.03,Action
PSP,2014,0,0,0.01,0,Adventure
X360,2007,1.04,0.79,0.01,0.21,Racing
GBA,2004,0.37,0.14,0.17,0.01,Adventure
X360,2011,1.52,0.92,0.02,0.24,Adventure
GBA,2004,0.03,0.01,0,0,Action
PSP,2009,0.03,0.02,0.38,0.02,Action
WiiU,2008,0.34,0.49,0.09,0.88,Racing
DS,2007,0.01,0,0,0,Action
PS2,2003,0.06,0.05,0,0.02,Action
PS3,2015,0,0,0.04,0,Action
WiiU,2015,0.08,0.02,0.01,0.01,Action
PSP,2010,0,0,0.04,0,Adventure
Wii,2009,0,0.05,0,0,Adventure
GC,2001,0.19,0.05,0,0.01,Racing
N64,1989,0.02,0.09,0.71,0.56,Racing
PC,2012,0,0.06,0,0.01,Action
DS,2011,0,0.02,0,0,Adventure
SNES,1994,0,0,0.03,0,Action
PSP,2007,0,0,0.03,0,Platform
GBA,2002,0.31,0.11,0,0.01,Platform
PS4,2015,0,0.01,0,0,Action
GBA,2004,0,0,0.08,0,Platform
PS2,2004,0,0,0.05,0,Adventure
3DS,2013,0.1,0.03,0,0.01,Action
SNES,2017,1.52,1.92,1.17,0.37,Racing
GBA,2004,0,0,0.1,0,Adventure
GC,,0.01,0,0,0,Racing
PS2,2001,0.07,0.05,0,0.02,Action
PS3,2012,0.01,0.02,0.02,0.01,Adventure
DS,2007,0.21,0,0,0.02,Racing
GBA,2005,0.22,0.08,0,0.01,Action
PC,2009,0,0.08,0,0.02,Adventure
TG16,2009,0.16,0.26,0.32,0.98,Adventure
X360,2011,0.09,0,0,0.01,Action
PS3,2016,0.16,0,0,0.04,Action
PS,2000,0.58,0.39,0,0.07,Racing
PC,2014,0.02,0.04,0,0,Action
PSV,2014,0,0,0.1,0,Adventure
Wii,2007,0.19,0.23,0.05,884.52,Racing
PS3,2008,,0.4,0.03,0.17,Action
XB,2002,0.03,0.01,0,0,Action
PC,2010,0.06,0,0,0,Action
PC,2005,0,0.03,0,0,Action
PS2,2004,0.01,0.01,0,0,Adventure
X360,2012,0.18,0.05,0,0.02,Action
GC,2002,0.54,0.27,0.45,0.04,Action
XB,2002,0.05,0.01,0,0,Adventure
PSV,2014,0,0,0.01,0,Adventure
PSV,2010,0.43,0.18,0.02,0.83,Adventure
PS,1996,0.12,0.08,0,0.01,Platform
XB,2003,0.09,0.03,0,0,Action
PS,1999,0.22,0.15,0,0.03,Racing
PS,1996,0.09,0.06,0,0.01,Racing
3DS,2015,0,0,0.05,0,Action
PS3,2015,0,0,0.02,0,Action
SNES,2015,1.94,0.91,1.08,0.83,Platform
PS2,2004,0.22,0.17,0,0.06,Action
GC,2005,0.07,0.02,0,0,Platform
PS4,2015,0.04,0.13,0.03,0.03,Racing
PS,2000,0.17,0.12,0,0.02,Action
PS2,2007,0.13,0.1,0,0.03,Adventure
PC,2016,0,0.02,0,0,Adventure
Wii,2009,0.43,0.29,0,0.07,Action
PS2,2003,0.09,0.07,0,0.02,Action
NES,1989,3.38,0.44,0.31,0.04,Action
PSV,2013,0,0,0.01,0,Adventure
Wii,2009,0.07,0.03,0,0.01,Adventure
PSP,2013,0,0,0.01,0,Adventure
X360,2012,0,0.02,0,0,Adventure
Wii,2013,0,0.09,0,0.01,Platform
PS3,2011,0.46,0.56,0.06,0.21,Action
NES,1985,5.82,3.21,1.6,0.52,Platform
DS,2004,0.21,0.14,0.38,0.04,Racing
N64,2000,0.16,0.04,0,0,Racing
X360,2013,1.24,0.79,0,0.19,Action
DS,2005,0,0.03,0.1,0,Action
XB,2002,0.06,0.02,0,0,Action
PSV,2015,0,0,0.02,0,Action
N64,1999,0.62,0.18,0.65,0.02,Action
PS2,2006,0,0,0.02,0,Adventure
PSV,2015,0,0,0.02,0,Action
3DS,2011,0.31,0.09,0.05,0.03,Action
2600,1981,0.45,0.03,0,0,Racing
PS2,2002,0,0,0.02,0,Adventure
PS4,2014,0.47,0.65,0.06,0.22,Action
PSP,2009,0,0,0.01,0,Adventure
PSP,2012,0,0,0.23,0,Adventure
Wii,2012,0,0.01,0,0,Action
XOne,2014,0.08,0.07,0,0.01,Action
PS2,2006,0.97,0.04,0,0.16,Racing
PS3,2012,0,0,0.03,0,Adventure
DS,2007,0.25,0.03,0.24,0.03,Platform
PSP,2010,0,0,0.01,0,Adventure
XB,2005,0.07,0.02,0,0,Action
PS2,,0.6,0.46,0,0.16,Racing
PS2,2000,0.3,0.23,0.38,0.08,Action
PSP,2005,0.16,0.05,0,0.03,Racing
GBA,2002,0.92,0.23,0,0.04,Platform
Wii,2008,0.3,0,0,0.02,Racing
PS2,2004,1.23,1.11,0,0.34,Racing
PS2,2006,1.56,1.4,0.07,0.5,Action
GC,2005,0.98,0.42,0.22,0.06,Action
WiiU,2008,0.59,0.69,0.04,0,Racing
PSP,2008,0.01,0,0,0,Racing
X360,2009,0.25,0,0,0,Action
X360,2015,0,0.02,0,0,Action
PSP,2007,0.07,0.06,0,0.03,Action
PS3,2009,2.24,1.31,0.07,0.61,Action
DS,2010,0,0,0.03,0,Adventure
PS3,2013,,0.1,0,0.04,Action
PC,2015,0,0.07,0,0,Action
PS,1997,0.04,0.03,0,0,Action
DS,2009,0.2,0.15,0,0.04,Action
PS3,2008,0.21,0.21,0,0.09,Action
WiiU,2011,0.87,0.85,0.17,0.1,Platform
PSP,2006,0.12,0.01,0,0.02,Platform
SNES,1993,0,0,0.07,0,Action
DS,2008,0.15,0,0,0.01,Action
XB,2005,0.1,0.03,0,0,Platform
PS,1999,0.99,0.16,0,0.04,Racing
WiiU,2013,0.05,0.03,0,0.01,Action
PSP,2010,0,0,0.02,0,Adventure
DS,2008,0.02,0,0,0,Adventure
PS2,2002,0.42,0.32,0,0.11,Racing
PSP,2012,0,0,0.01,0,Action
Wii,2011,0.26,0.19,0.27,0.04,Action
PS2,1995,0.26,0.42,0.9,0.66,Platform
GBA,2005,0.37,0.14,0,0.01,Adventure
DS,2010,0.24,0.03,0,0.02,Action
GC,2006,0.06,0.02,0,0,Racing
X360,2008,0,0.01,0,0,Platform
PS2,2007,0,0,0.02,0,Adventure
2600,1982,0.62,0.04,0,0.01,Action
3DS,2011,0,0,0.16,0,Action
XB,2003,0.48,0.16,0,0.02,Action
PS2,2005,0.34,0.01,0.15,0.06,Action
PS3,2014,0,0,0.02,0,Adventure
PS3,2012,0.5,0.5,0,0.19,Action
XB,2002,0.09,0.02,0,0,Racing
Wii,2009,0.25,0.14,0,0.04,Action
PS2,2001,0.56,0.44,0,0.15,Action
Wii,2009,0.17,0.03,0,0.02,Action
PSV,2017,0,0,0.01,0,Action
PS2,2003,0.06,0.04,0,0.01,Racing
WiiU,2010,0.46,0.25,0.53,0.08,Platform
PS,1997,0,0,0.12,0.01,Adventure
PSP,2006,0.72,0.28,0,0.2,Racing
DS,2008,0.61,0.11,0,0.06,Action
PSP,2006,0.18,0,0,0.02,Action
3DS,2011,0.07,0.05,0.03,0.01,Adventure
WiiU,2013,0.17,0.09,0,0.03,Action
WiiU,2014,0.01,0.01,0,0,Action
PSV,2016,0,0,0.23,0,Action
PSP,2010,0,0,0.02,0,Adventure
PS2,2003,0.14,0.11,0,0.04,Platform
TG16,2000,0.67,0.96,0.1,0.48,Adventure
DS,2005,0.13,0.01,0,0.01,Action
PS2,2006,0.04,0.03,0,0.01,Racing
Wii,2009,0,0,0.05,0,Adventure
3DS,2014,0.28,0.31,0.05,0.05,Action
X360,2016,0.04,0.05,0,0.01,Platform
DS,2010,0.09,0,0,0.01,Action
DS,2009,0.03,0,0,0,Racing
PS3,2014,0.26,0.34,0.13,0.12,Action
DS,2009,0.08,0,0,0.01,Action
XB,2001,0.05,0.01,0,0,Racing
GC,2005,0.12,0.03,0,0,Platform
PSP,2008,0.43,0.4,0,0.24,Action
PS2,2005,0.04,0.03,0,0.01,Action
PSV,2014,0.02,0,0.04,0.01,Action
PS2,2003,0.63,0.49,0,0.16,Action
X360,2007,0.22,0.34,0,0.07,Racing
SAT,1996,0,0,0.41,0,Adventure
DS,2010,0,0,0.01,0,Adventure
PS,,0.17,0.11,0,0.02,Racing
PSP,2007,0.05,0,0,0,Action
3DS,2013,0.17,0.1,0,0.02,Action
PS2,2005,0.1,0.08,0,0.03,Action
GC,2006,0.27,0.07,0,0.01,Racing
PC,2006,0,0.01,,0,Action
DS,2010,0.33,0,0,0.02,Action
PS2,2004,0.13,0.1,0,0.03,Racing
PS2,2009,0,0,0.03,0,Adventure
X360,2011,0.13,0.12,0,0.03,Action
PC,2013,0,0.1,0,0.01,Action
DS,2008,0,0,0.02,0,Action
XB,2004,0.11,0.03,0,0.01,Action
PS3,2011,0.11,0.06,0.08,0.03,Action
PS,1996,3.23,2.35,0.94,0.3,Platform
PSP,2012,0,0,0.01,0,Action
DS,2006,11.28,9.14,6.5,2.88,Platform
Wii,2007,0.04,0,0,0,Adventure
PC,2009,0,0.03,0,0,Action
X360,2008,0.38,0.19,0,0.06,Action
DS,2009,0.1,0.12,0,0.02,Adventure
PSP,2010,0,0,0.19,0,Action
X360,2013,0.07,0.08,0,0.02,Action
PSP,2010,0.14,0.36,0,0.18,Action
PC,2015,0.12,0.06,0,0.02,Action
Wii,2011,0.11,0.06,0,0.02,Platform
Wii,2009,0.09,0.1,0,0.02,Adventure
PS2,2008,0,0,0.03,0,Adventure
PSP,2011,0.12,0.13,0,0.08,Action
PS4,2015,0.13,0.18,0.03,0.06,Action
PS2,2005,2.03,1.79,0.08,0.47,Racing
PC,1997,1.52,0.82,0,0.1,Adventure
X360,2012,0.11,0.06,0.01,0.02,Action
PS3,2011,0.3,0.22,0,0.09,Action
PS3,2011,0.27,0.57,0.01,0.2,Racing
DS,2009,0.56,0.34,0.02,0.09,Adventure
2600,1982,0.37,0.02,0,0,Racing
PS2,2002,0.74,0.95,0,0.28,Platform
WiiU,2008,0.92,0.17,0.87,0.35,Racing
GBA,2005,0.04,0.02,0,0,Racing
Wii,2012,0,0,0.1,0,Action
PC,2011,0,0.03,0,0,Racing
PC,2009,0.01,0.04,0,0.01,Action
3DS,2011,0,0,0.3,0,Action
PS2,2006,0.01,0.01,0,0,Action
GBA,2003,0.03,0.01,0,0,Racing
PSV,2012,0,0,0.1,0,Adventure
PS,1997,0.05,0.03,0,0.01,Racing
PC,2009,0,0.02,0,0,Adventure
PS,1998,0.21,0.14,0,0.02,Racing
DS,2007,0.28,0.02,0.33,0.03,Platform
XB,2002,0.14,0.04,0.05,0.01,Action
3DS,2011,0,0.01,0,0,Action
PS3,2007,0.26,0.29,0.02,0.11,Platform
GBA,2005,0.52,0.19,0,0.01,Action
PS3,2010,0.09,0.15,0.01,0.05,Action
X360,2012,0.45,0.27,0,0.07,Action
XB,2004,,0.03,0,0,Platform
PS,1999,0.12,0.08,0,0.01,Action
GBA,2001,0.09,0.03,0.04,0,Racing
PSP,,0.06,0,0,0,Action
X360,2008,0.51,0.51,0.01,0.13,Platform
DS,2009,0.22,,0,0.04,Action
PS2,2009,0.19,0.05,0,0.24,Action
PC,2011,0.02,0.02,0,0.01,Action
PS,1998,0.08,0.05,0,0.01,Adventure
DS,2005,0.15,0.01,0.12,0.01,Adventure
PS2,2008,0.26,0.2,0,0.07,Racing
PS,1999,0.03,0.02,0,0,Racing
X360,2008,0.24,0.28,0,0.06,Action
DS,2007,0,0,0.07,0,Action
DS,2007,2.83,1.48,0,0.45,Action
PS3,2014,0.07,0.26,0.02,0.06,Racing
Wii,2008,0,0,0.03,0,Racing
Wii,2007,0.18,0.42,-0.32,0.15,Action
PSP,2013,0,0,0.01,0,Adventure
PS,1998,0.06,0.04,0,0.01,Adventure
PS,2000,0.02,0.8,0.02,0.07,Racing
PS2,2002,0.03,0.02,0,0.01,Racing
3DS,2015,0,0,0.02,0,Action
PS2,2005,0.64,0.02,0,0.1,Action
XB,2003,0.18,0.05,0,0.01,Racing
PS3,2013,0.45,0.37,0.44,0.16,Action
PS3,2013,0.01,0.42,0.03,0.09,Racing
PS2,2007,,0.09,0,,Racing
GBA,2003,0.02,0.01,0,0,Racing
GC,2003,0.25,0.06,0,0.01,Action
3DS,2013,0.52,0.77,0.07,0.11,Platform
PS3,2011,0.07,0.01,0,0.01,Action
PC,2006,0,0.01,0,0,Action
DS,2012,0,0.01,0,0,Action
Wii,2008,0.15,0.37,0,0.07,Action
PS4,2014,0.1,0.09,0.01,0.04,Adventure
PS3,2010,0.43,0.56,0.15,0.21,Action
DS,2009,0.24,0.12,0,0.04,Action
Wii,2010,0.61,0.68,0,0.15,Racing
XB,2005,0.54,0.11,0,0.03,Action
GBA,2002,0.1,0.04,0,0,Action
PC,2011,0.16,0.45,0,0.13,Action
DS,2008,1.4,0.59,0,0.2,Action
PS2,2004,0.11,0.09,0,0.03,Adventure
PS2,2007,0,0,0.02,0,Action
PC,2005,0.01,0,0,0,Action
PS,1997,0.03,0.02,0,0,Action
Wii,2010,3.56,2.35,0.98,0.62,Platform
PSP,2008,0.11,0.2,0,0.11,Platform
PC,2012,0.01,0,0,0,Action
PS2,2002,0.05,0.04,0,0.01,Racing
DS,2007,0.04,0,0,0,Platform
Wii,2008,0.52,0.02,0,0.04,Action
PSP,2006,0.04,0,0,0,Racing
SAT,2000,0.26,0.28,0.12,0.1,Adventure
DS,2008,0,0,0.12,0,Action
PS,1999,0,0,0.15,0.01,Racing
Wii,2008,0.47,0,0,0.04,Action
PSV,2014,0,0,0.04,0,Action
2600,1981,0.21,0.01,0,0,Action
PS2,2006,1.22,0.05,0.05,0.01,Racing
SAT,1997,0,0,0.12,0,Platform
SAT,2001,0.78,0.02,0.23,0.6,Action
3DS,2013,0.74,0.62,0.41,0.13,Platform
PC,2011,0.02,0.07,0,0.02,Platform
X360,2012,0.09,0.06,0.02,0.02,Action
PSP,,0.01,0.23,0,0.05,Platform
DS,2005,1.21,1.56,0.06,0.29,Platform
PS2,2001,0,0,0.05,0,Action
PSV,2015,0,0,0.03,0,Action
GBA,2005,0.02,0.01,0,0,Racing
PS3,2008,0.19,0.18,0,0.07,Platform
N64,1998,0.02,0.01,0,0,Platform
PS3,2011,0,0,0.33,0,Action
XOne,2015,0.86,0.3,0.01,0.12,Action
GBA,2004,0.31,0.12,0,0.01,Racing
PS2,2005,0.1,0.08,0,0.03,Action
GBA,2006,0.07,0.03,0,0,Platform
PS3,2012,0.12,0.1,0,0.04,Action
Wii,2007,0.67,0.43,0.29,0.14,Action
XB,2003,0.36,0.07,0,0.01,Racing
GC,2002,0.41,0.11,0,0.01,Action
PSV,2015,0,0,0.01,0,Action
DS,2007,0.11,0,0,0.01,Action
PS,1999,0.09,0.06,0,0.01,Racing
PS3,2010,0.09,0.13,0.01,0.05,Adventure
GBA,2004,0.04,0.02,0,0,Action
Wii,2009,0.05,0,0,0,Action
PS3,2012,0.1,0.03,0.06,0.02,Action
DS,2009,0,0,0.03,0,Action
PSP,2009,0.13,0.03,0,0.03,Action
PS,1998,0.32,0.22,0,0.04,Racing
WiiU,2012,0.14,0.03,0,0.02,Action
PSP,2009,0,0,0.01,0,Adventure
SAT,2001,0.04,0.2,0.76,1,Action
XB,2005,0.01,0,0,0,Racing
PS3,2009,0.21,0.05,0,0.04,Action
GBA,2006,0.81,0.3,0,0.02,Racing
XB,2003,0.06,0.02,0,0,Racing
PSP,2007,0.04,0,0,0,Action
PSP,2009,0.08,0,0,0.01,Action
PS,1998,1.05,0.16,0,0.04,Racing
N64,1999,0,0,0.05,0,Racing
PS2,2002,0.53,0.41,0,0.14,Platform
GC,2003,0.13,0.03,0,0,Racing
DS,2006,0.23,,0,0.02,Adventure
X360,2012,0.22,0.08,0,0.02,Action
PC,2004,0,0.01,0,0,Racing
PS2,2006,0.01,0.01,0,0,Racing
Wii,2010,0.12,0,0,0.01,Action
PS2,2007,0.12,0.09,0,0.03,Racing
PS3,2008,1.01,0.62,0.02,0.29,Racing
PS,1998,0,0,0.06,0,Action
PSP,2005,1.77,0.12,0.02,0.17,Racing
3DS,2012,0.12,0.01,0,0.01,Action
DS,2006,0,0,0.07,0,Action
GC,2006,0.15,0.04,0,0.01,Platform
WiiU,2010,0.27,0.79,0.92,0.14,Racing
DS,2009,0,0,0.09,0,Action
PS2,2003,1.5,1.28,0.05,0.46,Action
PS2,2004,0.17,0.13,0,0.04,Adventure
PSP,2011,0,0,0.19,0,Adventure
GB,1996,1.39,0.48,0.4,0.08,Platform
PS2,1994,0.56,0.87,0.7,0.56,Platform
PS3,2008,0.13,0.14,0,0.06,Action
PS2,2002,0.13,0.1,0,0.03,Adventure
PS2,2006,0.01,0.01,0,0,Platform
PS2,2008,0,0,0.01,0,Adventure
PC,2012,0,0.03,0,0.01,Adventure
Wii,2007,0.05,0,0,0,Action
DC,2000,0,0,0.11,0,Adventure
PS3,2012,0.67,0.07,0,0.08,Action
3DS,2015,0,0,0.13,0,Action
PC,2009,0,0.03,0,0,Action
PS3,2008,2.8,1.98,0.17,0.87,Platform
PSV,2014,0.04,0.19,0,0.07,Action
DS,2011,0.08,0.02,0,0.01,Platform
PSV,2016,0,0,0.03,0,Adventure
PS2,2005,0,0,0.44,0,Action
PS,2000,0.17,0.11,0,0.02,Action
GBA,2003,0.01,0,0,0,Platform
GBA,2003,0.02,0.01,0,0,Action
PS4,2016,0.03,0.05,0,0.01,Racing
PC,2009,0,0.04,0,0.01,Racing
GBA,,0,0,0.27,0.01,Action
